outcome_id,outcome_var,outcome_label,paper_order,scale,moderator_id,moderator_label,moderator_order,moderator_tier,moderator_type,spec_id,estimator,estimand,weighting,cluster_rule,h,n_left,n_right,ccpp_left,ccpp_right,min_obs_cell,min_cluster_cell,clusters,support_pass,estimate,standard_error,pvalue,ci_low,ci_high,control_sd,standardized_estimate,standardized_ci_low,standardized_ci_high,kp_f,sw_f_treat,sw_f_interaction,min_sw_f,underid_p,ar_p,gate_pass,gate_status,estimation_rc,p_holm,q_bh
I02,age_15_29_outcome,Age 15-29,2,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,48.262131,33.522411,.14995304,-17.440592,113.96485,45.775349,1.0543257,-.38100401,2.4896555,1.0296096,4.0346231,2.7495735,2.7495735,.097149298,.0022479815,0,underidentified,0,1,
I02,age_15_29_outcome,Age 15-29,2,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_observation_equal,ivreg2,fuzzy_late_interaction,person_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,35.721706,160.32343,.82368314,-278.50644,349.94983,47.014717,.75979841,-5.9238138,7.4434104,.024136268,.051910445,.048465703,.048465703,.81314856,.1298694,0,underidentified,0,,
I02,age_15_29_outcome,Age 15-29,2,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_score_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,score_mass,.0075,6075,2795,43,22,2795,22,49,1,48.262131,32.962624,.14315376,-16.343426,112.86768,45.775349,1.0543257,-.35703552,2.465687,1.0668159,3.894769,2.9198139,2.9198139,.092578225,.0034057866,0,underidentified,0,,
I02,age_15_29_outcome,Age 15-29,2,100,M01,Log baseline CCPP population,1,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.01,8000,14927,59,31,8000,31,90,1,108.51939,210.25104,.60575521,-303.56506,520.60388,45.012119,2.4108927,-6.7440739,11.56586,.11156969,.25741029,.25190097,.25190097,.63620591,.0031698896,0,underidentified,0,,
I02,age_15_29_outcome,Age 15-29,2,100,M01,Log baseline CCPP population,1,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.005,4818,2174,29,15,2174,15,44,1,114.50197,198.82471,.56468678,-275.18729,504.19122,46.369926,2.4693153,-5.934607,10.873238,.14738998,.40079021,.29880193,.29880193,.57464093,.0034676832,0,underidentified,0,,
I02,age_15_29_outcome,Age 15-29,2,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_rdhte,rdhte,assignment_hte,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,29.020678,8.9616461,.0012023583,11.456175,46.585182,45.775349,.63398045,.2502695,1.0176914,,,,,,,0,secondary_assignment_supported,0,.0180353742325678,
I03,secondaryplus_2013,Secondary education or higher,3,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,5769,2795,41,22,2795,22,63,1,10.880929,17.171337,.52629745,-22.774273,44.536129,49.443634,.22006734,-.46061081,.90074545,1.9294087,9.2097807,4.7276649,4.7276649,.049458101,.45338315,0,weak_interaction_instruments,0,,
I03,secondaryplus_2013,Secondary education or higher,3,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_district_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,district,.0075,6075,2795,43,22,2795,22,45,1,10.560891,23.272886,.64998347,-35.053127,56.174911,49.444603,.21359038,-.70893741,1.1361182,1.00142,4.1161265,2.7913706,2.7913706,.099562041,.44904459,0,underidentified,0,,
I03,secondaryplus_2013,Secondary education or higher,3,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,10.560891,23.144878,.64817786,-34.802235,55.924019,49.444603,.21359038,-.70386314,1.1310439,1.0296096,4.0346231,2.7495735,2.7495735,.097149298,.39122996,0,underidentified,0,1,
I03,secondaryplus_2013,Secondary education or higher,3,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_observation_equal,ivreg2,fuzzy_late_interaction,person_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,-277.31851,1236.808,.82258523,-2701.4175,2146.7805,50.000504,-5.5463142,-54.027805,42.935177,.024136268,.051910445,.048465703,.048465703,.81314856,.032399219,0,underidentified,0,,
I03,secondaryplus_2013,Secondary education or higher,3,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_score_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,score_mass,.0075,6075,2795,43,22,2795,22,49,1,10.560891,21.762835,.62748349,-32.093483,53.215263,49.444603,.21359038,-.64907956,1.0762603,1.0668159,3.894769,2.9198139,2.9198139,.092578225,.38008526,0,underidentified,0,,
I03,secondaryplus_2013,Secondary education or higher,3,100,M01,Log baseline CCPP population,1,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.01,8000,14927,59,31,8000,31,90,1,-.38683644,65.221291,.99526769,-128.21822,127.44455,49.340504,-.0078401398,-2.5986402,2.5829599,.11156969,.25741029,.25190097,.25190097,.63620591,.46066496,0,underidentified,0,,
I03,secondaryplus_2013,Secondary education or higher,3,100,M01,Log baseline CCPP population,1,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.005,4818,2174,29,15,2174,15,44,1,8.6733389,58.563541,.88226277,-106.10909,123.45577,49.491447,.17524925,-2.1439884,2.494487,.14738998,.40079021,.29880193,.29880193,.57464093,.43196842,0,underidentified,0,,
I03,secondaryplus_2013,Secondary education or higher,3,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_rdhte,rdhte,assignment_hte,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,6.8296962,10.68322,.52263302,-14.10903,27.768423,49.444603,.13812825,-.28535023,.56160676,,,,,,,0,secondary_assignment_supported,0,1,
I04,employed_2013,Employed in the preceding month,4,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,5769,2795,41,22,2795,22,63,1,9.8545656,10.251184,.33639628,-10.237384,29.946516,49.915752,.19742396,-.20509326,.59994119,1.9294087,9.2097807,4.7276649,4.7276649,.049458101,.58374131,0,weak_interaction_instruments,0,,
I04,employed_2013,Employed in the preceding month,4,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_district_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,district,.0075,6075,2795,43,22,2795,22,45,1,24.511719,22.096312,.2672953,-18.796255,67.819695,49.91423,.49107677,-.37657109,1.3587246,1.00142,4.1161265,2.7913706,2.7913706,.099562041,.16668485,0,underidentified,0,,
I04,employed_2013,Employed in the preceding month,4,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,24.511719,22.148714,.2684288,-18.898964,67.922401,49.91423,.49107677,-.37862876,1.3607824,1.0296096,4.0346231,2.7495735,2.7495735,.097149298,.1442986,0,underidentified,0,1,
I04,employed_2013,Employed in the preceding month,4,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_observation_equal,ivreg2,fuzzy_late_interaction,person_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,102.83286,543.56116,.84994894,-962.52747,1168.1931,49.901497,2.0607169,-19.288549,23.409983,.024136268,.051910445,.048465703,.048465703,.81314856,.088693574,0,underidentified,0,,
I04,employed_2013,Employed in the preceding month,4,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_score_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,score_mass,.0075,6075,2795,43,22,2795,22,49,1,24.511719,21.71936,.25908121,-18.057446,67.080887,49.91423,.49107677,-.3617695,1.3439231,1.0668159,3.894769,2.9198139,2.9198139,.092578225,.13970505,0,underidentified,0,,
I04,employed_2013,Employed in the preceding month,4,100,M01,Log baseline CCPP population,1,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.01,8000,14927,59,31,8000,31,90,1,56.263508,136.21091,.67956144,-210.70497,323.23199,49.825138,1.1292193,-4.2288885,6.4873271,.11156969,.25741029,.25190097,.25190097,.63620591,.23477165,0,underidentified,0,,
I04,employed_2013,Employed in the preceding month,4,100,M01,Log baseline CCPP population,1,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.005,4818,2174,29,15,2174,15,44,1,81.62233,158.38811,.60632157,-228.81265,392.05731,49.856621,1.6371413,-4.5894136,7.8636961,.14738998,.40079021,.29880193,.29880193,.57464093,.077084489,0,underidentified,0,,
I04,employed_2013,Employed in the preceding month,4,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_rdhte,rdhte,assignment_hte,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,14.826999,7.4728208,.047242079,.18053932,29.473459,49.91423,.29704952,.0036169912,.59048206,,,,,,,0,secondary_assignment_supported,0,.614147026091814,
I05,worker_independent_2013,Independent worker,5,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,5769,2795,41,22,2795,22,63,1,16.265148,12.17462,.18155311,-7.5966668,40.126965,49.805347,.32657436,-.15252714,.80567586,1.9294087,9.2097807,4.7276649,4.7276649,.049458101,.38227108,0,weak_interaction_instruments,0,,
I05,worker_independent_2013,Independent worker,5,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_district_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,district,.0075,6075,2795,43,22,2795,22,45,1,25.930178,24.902454,.29775029,-22.877737,74.738091,49.795662,.52073163,-.45943233,1.5008956,1.00142,4.1161265,2.7913706,2.7913706,.099562041,.23190539,0,underidentified,0,,
I05,worker_independent_2013,Independent worker,5,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,25.930178,25.099457,.30155843,-23.263855,75.124207,49.795662,.52073163,-.46718636,1.5086497,1.0296096,4.0346231,2.7495735,2.7495735,.097149298,.23539782,0,underidentified,0,1,
I05,worker_independent_2013,Independent worker,5,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_observation_equal,ivreg2,fuzzy_late_interaction,person_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,208.62286,1004.1397,.83541417,-1759.4547,2176.7004,49.220909,4.2385006,-35.746086,44.223087,.024136268,.051910445,.048465703,.048465703,.81314856,.32746872,0,underidentified,0,,
I05,worker_independent_2013,Independent worker,5,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_score_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,score_mass,.0075,6075,2795,43,22,2795,22,49,1,25.930178,24.796247,.29568574,-22.669575,74.52993,49.795662,.52073163,-.45525199,1.4967153,1.0668159,3.894769,2.9198139,2.9198139,.092578225,.24914591,0,underidentified,0,,
I05,worker_independent_2013,Independent worker,5,100,M01,Log baseline CCPP population,1,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.01,8000,14927,59,31,8000,31,90,1,59.949272,139.96941,.66843081,-214.38573,334.28427,49.890575,1.2016151,-4.2971187,6.7003489,.11156969,.25741029,.25190097,.25190097,.63620591,.28962043,0,underidentified,0,,
I05,worker_independent_2013,Independent worker,5,100,M01,Log baseline CCPP population,1,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.005,4818,2174,29,15,2174,15,44,1,87.644272,171.94493,.61024559,-249.36159,424.65015,49.831509,1.7588124,-5.0040946,8.5217199,.14738998,.40079021,.29880193,.29880193,.57464093,.12148945,0,underidentified,0,,
I05,worker_independent_2013,Independent worker,5,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_rdhte,rdhte,assignment_hte,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,17.269745,8.5466824,.043317344,.51855403,34.020935,49.795662,.34681222,.010413638,.68321079,,,,,,,0,secondary_assignment_supported,0,.6064428165555,
I06,insurance_any_2013,Any health insurance,6,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,5769,2795,41,22,2795,22,63,1,24.41736,32.47517,.45212454,-39.232803,88.06752,36.311859,.67243481,-1.0804404,2.4253101,1.9294087,9.2097807,4.7276649,4.7276649,.049458101,.41447562,0,weak_interaction_instruments,0,,
I06,insurance_any_2013,Any health insurance,6,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_district_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,district,.0075,6075,2795,43,22,2795,22,45,1,19.91048,48.073288,.6787501,-74.311432,114.1324,35.882141,.55488557,-2.0709867,3.1807578,1.00142,4.1161265,2.7913706,2.7913706,.099562041,.4803558,0,underidentified,0,,
I06,insurance_any_2013,Any health insurance,6,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,19.91048,46.943584,.67146635,-72.097252,111.91821,35.882141,.55488557,-2.0092797,3.1190507,1.0296096,4.0346231,2.7495735,2.7495735,.097149298,.54077953,0,underidentified,0,1,
I06,insurance_any_2013,Any health insurance,6,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_observation_equal,ivreg2,fuzzy_late_interaction,person_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,-38.810574,459.52518,.93269229,-939.46338,861.84222,43.202179,-.89834762,-21.745741,19.949045,.024136268,.051910445,.048465703,.048465703,.81314856,.20594753,0,underidentified,0,,
I06,insurance_any_2013,Any health insurance,6,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_score_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,score_mass,.0075,6075,2795,43,22,2795,22,49,1,19.91048,46.815098,.6706177,-71.845428,111.66639,35.882141,.55488557,-2.0022614,3.1120327,1.0668159,3.894769,2.9198139,2.9198139,.092578225,.54720372,0,underidentified,0,,
I06,insurance_any_2013,Any health insurance,6,100,M01,Log baseline CCPP population,1,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.01,8000,14927,59,31,8000,31,90,1,37.526302,112.5858,.7388981,-183.13782,258.19043,36.861988,1.0180217,-4.9682021,7.0042453,.11156969,.25741029,.25190097,.25190097,.63620591,.47457883,0,underidentified,0,,
I06,insurance_any_2013,Any health insurance,6,100,M01,Log baseline CCPP population,1,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.005,4818,2174,29,15,2174,15,44,1,28.381033,137.91309,.83695555,-241.92366,298.68573,36.203194,.78393728,-6.6823845,8.2502594,.14738998,.40079021,.29880193,.29880193,.57464093,.82978445,0,underidentified,0,,
I06,insurance_any_2013,Any health insurance,6,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_rdhte,rdhte,assignment_hte,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,6.440145,23.310699,.78233749,-39.247986,52.128277,35.882141,.17948052,-1.0938028,1.4527639,,,,,,,0,secondary_assignment_supported,0,1,
I07,program_any_2013,Any listed social program,7,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,5769,2795,41,22,2795,22,63,1,-2.0215015,8.0800648,.80244517,-17.858137,13.815135,42.593063,-.047460813,-.41927338,.32435176,1.9294087,9.2097807,4.7276649,4.7276649,.049458101,.32937437,0,weak_interaction_instruments,0,,
I07,program_any_2013,Any listed social program,7,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_district_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,district,.0075,6075,2795,43,22,2795,22,45,1,-11.169737,16.382036,.4953475,-43.277939,20.938465,42.828854,-.26079932,-1.0104855,.48888686,1.00142,4.1161265,2.7913706,2.7913706,.099562041,.44197407,0,underidentified,0,,
I07,program_any_2013,Any listed social program,7,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,-11.169737,16.768129,.50532866,-44.034668,21.695192,42.828854,-.26079932,-1.0281541,.5065555,1.0296096,4.0346231,2.7495735,2.7495735,.097149298,.47117028,0,underidentified,0,1,
I07,program_any_2013,Any listed social program,7,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_observation_equal,ivreg2,fuzzy_late_interaction,person_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,-70.887726,380.76535,.85231012,-817.17407,675.39862,40.911762,-1.732698,-19.974062,16.508667,.024136268,.051910445,.048465703,.048465703,.81314856,.78517509,0,underidentified,0,,
I07,program_any_2013,Any listed social program,7,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_score_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,score_mass,.0075,6075,2795,43,22,2795,22,49,1,-11.169737,16.025051,.48579204,-42.578262,20.238789,42.828854,-.26079932,-.99414897,.4725503,1.0668159,3.894769,2.9198139,2.9198139,.092578225,.48144034,0,underidentified,0,,
I07,program_any_2013,Any listed social program,7,100,M01,Log baseline CCPP population,1,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.01,8000,14927,59,31,8000,31,90,1,-14.908773,46.518383,.74859536,-106.08313,76.265579,43.497551,-.34274974,-2.4388299,1.7533306,.11156969,.25741029,.25190097,.25190097,.63620591,.46525761,0,underidentified,0,,
I07,program_any_2013,Any listed social program,7,100,M01,Log baseline CCPP population,1,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.005,4818,2174,29,15,2174,15,44,1,6.9675059,44.554424,.875732,-80.357559,94.292572,41.126457,.16941664,-1.953914,2.2927473,.14738998,.40079021,.29880193,.29880193,.57464093,.62748301,0,underidentified,0,,
I07,program_any_2013,Any listed social program,7,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_rdhte,rdhte,assignment_hte,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,-3.5806568,13.43165,.78978986,-29.906206,22.744894,42.828854,-.083603844,-.69827241,.53106469,,,,,,,0,secondary_assignment_supported,0,1,
I08,program_juntos_2013,Juntos participation,8,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_covariates,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,5769,2795,41,22,2795,22,63,1,-.59391785,5.4477763,.91318643,-11.271363,10.083528,36.650818,-.016204763,-.30753374,.27512422,1.9294087,9.2097807,4.7276649,4.7276649,.049458101,.20445442,0,weak_interaction_instruments,0,,
I08,program_juntos_2013,Juntos participation,8,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_district_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,district,.0075,6075,2795,43,22,2795,22,45,1,-8.8055706,13.9327,.52738202,-36.113163,18.50202,36.959873,-.23824677,-.97709101,.50059748,1.00142,4.1161265,2.7913706,2.7913706,.099562041,.33654502,0,underidentified,0,,
I08,program_juntos_2013,Juntos participation,8,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,-8.8055706,13.739799,.52160025,-35.735081,18.12394,36.959873,-.23824677,-.96686155,.49036801,1.0296096,4.0346231,2.7495735,2.7495735,.097149298,.33211097,0,underidentified,0,1,
I08,program_juntos_2013,Juntos participation,8,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_observation_equal,ivreg2,fuzzy_late_interaction,person_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,-60.871025,326.14203,.85194319,-700.09766,578.35565,35.215057,-1.728551,-19.880634,16.423532,.024136268,.051910445,.048465703,.048465703,.81314856,.76117474,0,underidentified,0,,
I08,program_juntos_2013,Juntos participation,8,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_score_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,score_mass,.0075,6075,2795,43,22,2795,22,49,1,-8.8055706,13.353987,.50964129,-34.978905,17.367764,36.959873,-.23824677,-.94640213,.4699086,1.0668159,3.894769,2.9198139,2.9198139,.092578225,.36686769,0,underidentified,0,,
I08,program_juntos_2013,Juntos participation,8,100,M01,Log baseline CCPP population,1,primary,continuous,large_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.01,8000,14927,59,31,8000,31,90,1,-22.942627,59.190704,.69830817,-138.95427,93.069023,36.433475,-.62971288,-3.8139179,2.554492,.11156969,.25741029,.25190097,.25190097,.63620591,.41455904,0,underidentified,0,,
I08,program_juntos_2013,Juntos participation,8,100,M01,Log baseline CCPP population,1,primary,continuous,small_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.005,4818,2174,29,15,2174,15,44,1,-.20096265,36.14053,.99556333,-71.035095,70.633171,36.176479,-.0055550635,-1.9635714,1.9524612,.14738998,.40079021,.29880193,.29880193,.57464093,.43663409,0,underidentified,0,,
I08,program_juntos_2013,Juntos participation,8,100,M01,Log baseline CCPP population,1,primary,continuous,common_h_rdhte,rdhte,assignment_hte,ccpp_equal,ccpp,.0075,6075,2795,43,22,2795,22,65,1,-3.6021962,9.3701992,.70065898,-21.967449,14.763058,36.959873,-.097462349,-.59435946,.39943472,,,,,,,0,secondary_assignment_supported,0,1,
I01,female_2013,Female,1,100,M02,District-capital CCPP,2,primary,binary,common_h_covariates,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,5769,2795,41,22,578,2,63,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
I01,female_2013,Female,1,100,M02,District-capital CCPP,2,primary,binary,common_h_district_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,district,.0075,5893,2795,42,22,578,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
I01,female_2013,Female,1,100,M02,District-capital CCPP,2,primary,binary,common_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.0075,5893,2795,42,22,578,2,64,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
I01,female_2013,Female,1,100,M02,District-capital CCPP,2,primary,binary,common_h_observation_equal,ivreg2,fuzzy_late_interaction,person_equal,ccpp,.0075,5893,2795,42,22,578,2,64,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
I01,female_2013,Female,1,100,M02,District-capital CCPP,2,primary,binary,common_h_score_cluster,ivreg2,fuzzy_late_interaction,ccpp_equal,score_mass,.0075,5893,2795,42,22,578,2,49,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
I01,female_2013,Female,1,100,M02,District-capital CCPP,2,primary,binary,large_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.01,7818,14927,58,31,2720,4,89,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
I01,female_2013,Female,1,100,M02,District-capital CCPP,2,primary,binary,small_h_iv,ivreg2,fuzzy_late_interaction,ccpp_equal,ccpp,.005,4818,2174,29,15,578,2,44,0,,,,,,,,,,,,,,,,0,insufficient_support,2001,,
