analysis_id,wave,level,outcome_id,outcome_var,predictor_var,outcome_label,family,tier,evidence_class,timing_role,treatment_var,source_result_file,canonical_spec,supporting_specs,multiplicity_family,denominator,estimand_label,paper_role,spec_id,estimand,estimator,sample_rule,weighting,vce,p,q,kernel,bwselect,tuning_value,h_left,h_right,b_left,b_right,scale,n_input,n_eff_left,n_eff_right,ccpp_left,ccpp_right,clusters,estimate_cl,estimate_bc,standard_error,pvalue,ci_low,ci_high,first_stage_f,weak_robust_p,wild_cluster_p,underid_p,estimation_rc,p_holm,q_bh,analysis_status
M17C_P03,2017,ccpp,P03,cpv2017_share_moved_ccpp,,Residents living in another CCPP,migration,primary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_ccpp,Linked source-cohort people with valid source and destination CCPP codes,fuzzy_late_total_migration,main,parametric_common_h,parametric_late,ivreg2,selected_bc_primary,ccpp_equal,cr1 cluster_dist,1,2,triangular,manual,.0074999998,.0074999998,.0074999998,.0135,.0135,100,59,,,,,42,9.0346231,9.0346231,9.1564388,.32379162,-8.9119978,26.981243,54.366348,.33997628,.36807361,,0,1,.64758325,estimated
M17C_P06,2017,ccpp,P06,cpv2017_share_employed_age14,,Employed residents,labor,primary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_ccpp,Linked people age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,main,common_h_reduced_form,reduced_form,rdrobust,selected_bc_primary,ccpp_equal,cr2 cluster_dist,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,388,38,21,,,42,-14.854042,-16.053736,7.2637215,.027096469,-30.290367,-1.817102,,,,,0,.21677175,.21677175,estimated
M17C_P06,2017,ccpp,P06,cpv2017_share_employed_age14,,Employed residents,labor,primary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_ccpp,Linked people age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,main,parametric_common_h,parametric_late,ivreg2,selected_bc_primary,ccpp_equal,cr1 cluster_dist,1,2,triangular,manual,.0074999998,.0074999998,.0074999998,.0135,.0135,100,59,,,,,42,-15.337117,-15.337117,6.2390437,.013961672,-27.565643,-3.1085911,54.366348,.02574542,.036607321,,0,.11169337,.11169337,estimated
M17C_S07,2017,ccpp,S07,cpv2017_share_moved_district,,Residents living in another district,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Linked people with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,ccpp_equal,cr2 cluster_dist,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,410,40,22,,,43,11.166969,13.373952,10.371379,.19722235,-6.9535775,33.701481,,,,,0,.78888941,.49305588,estimated
M17C_S07,2017,ccpp,S07,cpv2017_share_moved_district,,Residents living in another district,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Linked people with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17C_S08,2017,ccpp,S08,cpv2017_share_moved_province,,Residents living in another province,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Linked people with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,ccpp_equal,cr2 cluster_dist,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,410,40,22,,,43,8.1732092,9.2214804,10.220108,.36690396,-10.809564,29.252523,,,,,0,1,.56038624,estimated
M17C_S08,2017,ccpp,S08,cpv2017_share_moved_province,,Residents living in another province,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Linked people with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17C_S09,2017,ccpp,S09,cpv2017_share_moved_dept,,Residents living in another department,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Linked people with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,ccpp_equal,cr2 cluster_dist,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,410,40,22,,,43,6.671308,7.7288237,10.193148,.448309,-12.249379,27.707026,,,,,0,1,.56038624,estimated
M17C_S09,2017,ccpp,S09,cpv2017_share_moved_dept,,Residents living in another department,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Linked people with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17C_S10,2017,ccpp,S10,cpv2017_share_moved_five_years,,Residents in another district five years earlier,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Linked people age five or older with a valid retrospective residence response,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,ccpp_equal,cr2 cluster_dist,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,424,41,23,,,44,6.2790642,6.9734526,4.7715487,.14388783,-2.3786116,16.325516,,,,,0,.71943915,.49305588,estimated
M17C_S10,2017,ccpp,S10,cpv2017_share_moved_five_years,,Residents in another district five years earlier,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Linked people age five or older with a valid retrospective residence response,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17C_S14,2017,ccpp,S14,cpv2017_share_laborforce_age14,,Labor-force participation,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_ccpp,Linked people age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,ccpp_equal,cr2 cluster_dist,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,423,41,23,,,44,-8.8333521,-8.3303623,8.1429157,.30629858,-24.290184,7.6294589,,,,,0,.61259717,.36125484,estimated
M17C_S14,2017,ccpp,S14,cpv2017_share_laborforce_age14,,Labor-force participation,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_ccpp,Linked people age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17C_S15,2017,ccpp,S15,cpv2017_unemployment_rate,,Unemployment rate,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_ccpp,Linked people age 14 or older in the labor force,fuzzy_late_on_mechanism_outcome,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,ccpp_equal,cr2 cluster_dist,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,423,41,23,,,44,4.6154656,4.1161146,4.5084558,.36125484,-4.7202959,12.952525,,,,,0,.61259717,.36125484,estimated
M17C_S15,2017,ccpp,S15,cpv2017_unemployment_rate,,Unemployment rate,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_ccpp,Linked people age 14 or older in the labor force,fuzzy_late_on_mechanism_outcome,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17C_S26,2017,ccpp,S26,cpv2017_hh_share_split,,Source households split across destinations,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Source households represented in the assisted cohort,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_linked,ccpp_equal,cr2 cluster_dist,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,426,42,23,,,44,-2.5282133,-2.7413235,10.277491,.78967643,-22.884834,17.402187,,,,,0,1,.78967643,estimated
M17C_S26,2017,ccpp,S26,cpv2017_hh_share_split,,Source households split across destinations,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_ccpp_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_ccpp,Source households represented in the assisted cohort,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_H03,2017,household,H03,hh_share_moved_ccpp_2017,,Members living in another CCPP,migration,primary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_household,Linked members with valid source and destination CCPP codes,fuzzy_late_total_migration,main,common_h_reduced_form,reduced_form,rdrobust,selected_bc_primary_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,24877,1832,874,39,22,61,28.018131,34.087864,14.343739,.017477861,5.9746537,62.201077,,,,,0,.13982289,.13982289,estimated
M17H_H03,2017,household,H03,hh_share_moved_ccpp_2017,,Members living in another CCPP,migration,primary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_household,Linked members with valid source and destination CCPP codes,fuzzy_late_total_migration,main,parametric_common_h,parametric_late,ivreg2,selected_bc_primary_household,ccpp_equal,cr1 cluster_ruv,1,2,triangular,manual,.0074999998,.0074999998,.0074999998,.0135,.0135,100,2706,1832,874,39,22,61,33.429363,33.429363,18.167625,.065760709,-2.1791835,69.03791,20.892,.024497293,.10082016,.0035226552281529,0,.46032497,.26304284,estimated
M17H_H05,2017,household,H05,hh_share_employed_age14_2017,,Employed household members,labor,primary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_household,Linked members age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,main,common_h_reduced_form,reduced_form,rdrobust,selected_bc_primary_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,24877,1832,874,39,22,61,-10.421308,-11.465673,8.539361,.17937395,-28.202513,5.2711668,,,,,0,1,.47833052,estimated
M17H_H05,2017,household,H05,hh_share_employed_age14_2017,,Employed household members,labor,primary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_household,Linked members age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,main,parametric_common_h,parametric_late,ivreg2,selected_bc_primary_household,ccpp_equal,cr1 cluster_ruv,1,2,triangular,manual,.0074999998,.0074999998,.0074999998,.0135,.0135,100,2706,1832,874,39,22,61,-12.434008,-12.434008,7.8040218,.11109693,-27.729891,2.8618748,20.892,.14847796,.13262652,.0035226552281529,0,.66658157,.29625848,estimated
M17H_M01,2017,household,M01,hh_share_internet_2017,,Members exposed to household internet,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_household,Linked members with a valid destination-household internet response,fuzzy_late_on_mechanism_outcome,mechanism,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,29171,2426,1044,41,23,64,1.8559263,2.636405,2.7477715,.33732191,-2.7491281,8.0219383,,,,,0,.75415617,.50598288,estimated
M17H_M01,2017,household,M01,hh_share_internet_2017,,Members exposed to household internet,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_household,Linked members with a valid destination-household internet response,fuzzy_late_on_mechanism_outcome,mechanism,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_M02,2017,household,M02,hh_single_dest_internet_2017,,Single-destination household has internet,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_household,Source households linked to exactly one destination household with valid internet response,fuzzy_late_on_mechanism_outcome,mechanism,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,19350,1584,723,41,22,63,2.9564841,3.8283129,3.3377013,.25138539,-2.7134614,10.370088,,,,,0,.75415617,.50598288,estimated
M17H_M02,2017,household,M02,hh_single_dest_internet_2017,,Single-destination household has internet,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_household,Source households linked to exactly one destination household with valid internet response,fuzzy_late_on_mechanism_outcome,mechanism,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_M03,2017,household,M03,hh_wellbeing_connect_2017,,Connectivity wellbeing domain,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_household,Source households with valid linked phone internet and cable responses,fuzzy_late_on_mechanism_outcome,mechanism,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,29171,2426,1044,41,23,64,.45943734,.74415708,6.0856547,.90267682,-11.183507,12.671821,,,,,0,.90267682,.90267682,estimated
M17H_M03,2017,household,M03,hh_wellbeing_connect_2017,,Connectivity wellbeing domain,connectivity,mechanism,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,mechanism_2017_household,Source households with valid linked phone internet and cable responses,fuzzy_late_on_mechanism_outcome,mechanism,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_S06,2017,household,S06,hh_share_moved_district_2017,,Members living in another district,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,Linked members with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,28974,2250,1047,40,22,62,8.7564316,10.484247,10.806679,.33196491,-10.696453,31.664948,,,,,0,1,.69097608,estimated
M17H_S06,2017,household,S06,hh_share_moved_district_2017,,Members living in another district,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,Linked members with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_S07,2017,household,S07,hh_share_moved_province_2017,,Members living in another province,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,Linked members with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,28974,2250,1047,40,22,62,6.5950131,7.3318534,10.759318,.49559173,-13.756022,28.419729,,,,,0,1,.69097608,estimated
M17H_S07,2017,household,S07,hh_share_moved_province_2017,,Members living in another province,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,Linked members with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_S08,2017,household,S08,hh_share_moved_department_2017,,Members living in another department,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,Linked members with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,28974,2250,1047,40,22,62,5.2670164,6.1886401,10.425638,.55278087,-14.245235,26.622517,,,,,0,1,.69097608,estimated
M17H_S08,2017,household,S08,hh_share_moved_department_2017,,Members living in another department,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,Linked members with valid source and destination CCPP codes,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_S09,2017,household,S09,baseline_split_destination_2017,,Source household split across destination households,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,All source households in the assisted cohort,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,33066,2779,1278,42,23,65,-2.5282133,-2.7413235,10.151244,.78712332,-22.637398,17.154751,,,,,0,1,.78712332,estimated
M17H_S09,2017,household,S09,baseline_split_destination_2017,,Source household split across destination households,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,All source households in the assisted cohort,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_S10,2017,household,S10,hh_share_moved_five_years_2017,,Members in another district five years earlier,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,Linked members age five or older with a valid retrospective residence response,fuzzy_late_total_migration,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,29691,2483,1052,41,23,64,5.7081895,6.2344966,4.2112865,.13875967,-2.0194728,14.488466,,,,,0,.69379836,.69097608,estimated
M17H_S10,2017,household,S10,hh_share_moved_five_years_2017,,Members in another district five years earlier,migration,secondary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_2017_household,Linked members age five or older with a valid retrospective residence response,fuzzy_late_total_migration,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_S14,2017,household,S14,hh_share_laborforce_age14_2017,,Labor-force participation,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_household,Linked members age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,29442,2467,1038,41,23,64,-12.198046,-12.007786,9.3133516,.19729078,-30.26162,6.246048,,,,,0,.39458156,.39458156,estimated
M17H_S14,2017,household,S14,hh_share_laborforce_age14_2017,,Labor-force participation,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_household,Linked members age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17H_S15,2017,household,S15,hh_unemployment_rate_2017,,Unemployment rate,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_household,Linked household labor-force members age 14 or older,fuzzy_late_on_mechanism_outcome,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_household,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,22173,1796,706,41,23,64,4.4193606,4.1049829,4.8281674,.39520529,-5.3580513,13.568017,,,,,0,.39520529,.39520529,estimated
M17H_S15,2017,household,S15,hh_unemployment_rate_2017,,Unemployment rate,labor,secondary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_household_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,labor_2017_household,Linked household labor-force members age 14 or older,fuzzy_late_on_mechanism_outcome,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_E01,2017,individual,E01,moved_or_not_linked_sens_2017,,Extreme-case non-linkage coding endpoint: moved or not linked,migration,exploratory,selection_sensitivity,extreme_case_endpoint_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_selection_2017_individual,All source-cohort people under the legacy non-linkage sensitivity rule,extreme_case_endpoint,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,110940,8966,4078,42,23,65,14.059355,16.030571,12.088199,.18479533,-7.6618638,39.723003,,,,,0,.36959067,.28583962,estimated
M17I_E01,2017,individual,E01,moved_or_not_linked_sens_2017,,Extreme-case non-linkage coding endpoint: moved or not linked,migration,exploratory,selection_sensitivity,extreme_case_endpoint_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_selection_2017_individual,All source-cohort people under the legacy non-linkage sensitivity rule,extreme_case_endpoint,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_E02,2017,individual,E02,moved_or_not_linked_zero_2017,,Extreme-case non-linkage coding endpoint: unlinked coded zero,migration,exploratory,selection_sensitivity,extreme_case_endpoint_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_selection_2017_individual,All source-cohort people under the complementary non-linkage sensitivity rule,extreme_case_endpoint,appendix,common_h_reduced_form,reduced_form,rdrobust,selected_bc_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,108752,8293,4046,42,23,65,6.5233612,7.7511263,7.2624173,.28583962,-6.4829507,21.985203,,,,,0,.36959067,.28583962,estimated
M17I_E02,2017,individual,E02,moved_or_not_linked_zero_2017,,Extreme-case non-linkage coding endpoint: unlinked coded zero,migration,exploratory,selection_sensitivity,extreme_case_endpoint_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,migration_selection_2017_individual,All source-cohort people under the complementary non-linkage sensitivity rule,extreme_case_endpoint,appendix,parametric_common_h,,ivreg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_estimable
M17I_I03,2017,individual,I03,moved_ccpp_2013_2017,,Lives in another CCPP,migration,primary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_individual,Linked persons age 14 or older with valid source and destination CCPP codes,fuzzy_late_total_migration,main,common_h_reduced_form,reduced_form,rdrobust,selected_bc_primary_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,54317,3693,1760,39,22,61,36.598167,43.715885,15.225505,.004088812,13.874446,73.557327,,,,,0,.032710496,.032710496,estimated
M17I_I03,2017,individual,I03,moved_ccpp_2013_2017,,Lives in another CCPP,migration,primary,total_migration_effect,migration_outcome_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_individual,Linked persons age 14 or older with valid source and destination CCPP codes,fuzzy_late_total_migration,main,parametric_common_h,parametric_late,ivreg2,selected_bc_primary_individual,ccpp_equal,cr1 cluster_ruv,1,2,triangular,manual,.0074999998,.0074999998,.0074999998,.0135,.0135,100,5453,3693,1760,39,22,61,43.666485,43.666485,19.824274,.027617479,4.8109078,82.522064,20.903688,.006614937,.066013202,.0035226552281529,0,.22093983,.22093983,estimated
M17I_I05,2017,individual,I05,employed_age14_2017,,Employed in the reference week,labor,primary,mechanism_outcome_effect,contemporaneous_or_downstream_2017,treat_16,rd_2017_individual_results.csv,common_h_fuzzy,common_h_reduced_form|parametric_common_h,primary_2017_individual,Linked persons age 14 or older with valid labor status,fuzzy_late_on_mechanism_outcome,main,common_h_reduced_form,reduced_form,rdrobust,selected_bc_primary_individual,ccpp_equal,cr2 cluster_ruv,1,2,triangular,manual,,.0074999998,.0074999998,.0135,.0135,100,54317,3693,1760,39,22,61,-10.902961,-12.507586,8.1558228,.12513359,-28.492704,3.4775312,,,,,0,.75538963,.20848958,estimated
